code;group;session;block;trial;enc;resp;confidence;points;scale;rt;posold;old;new
IM1802;forcedguess;1;0;75;1;2;2;-1;low;1328;right;visual\obj169fountain.gif;visual\obj367rug.gif
IM1802;forcedguess;1;0;76;1;1;1;-2;low;3280;right;visual\obj329plug.gif;visual\obj328pliers.gif
IM1802;forcedguess;1;0;77;3;4;1;-2;low;1905;left;visual\obj198harp.gif;visual\obj210hook.gif
IM1802;forcedguess;1;0;78;3;5;5;3;low;2094;right;visual\obj336potato.gif;visual\obj213house.gif
IM1802;forcedguess;1;0;79;1;2;2;-1;low;1281;right;visual\obj309pelican.gif;visual\obj160flashlight.gif
IM1802;forcedguess;1;0;80;0;3;3;0;low;1485;none;visual\obj051book.gif;visual\obj033bathtub.gif
IM1802;forcedguess;1;0;81;3;3;2;-1;low;1796;left;visual\obj006ant.gif;visual\obj012arrow.gif
IM1802;forcedguess;1;0;82;0;3;3;0;low;1375;none;visual\obj008anvil.gif;visual\obj394shoulder.gif
IM1802;forcedguess;1;0;83;0;3;3;0;low;1546;none;visual\obj180glass.gif;visual\obj149fan.gif
IM1802;forcedguess;1;0;84;3;3;2;-1;low;1281;left;visual\obj134drawer.gif;visual\obj484vest.gif
IM1802;forcedguess;1;0;85;3;3;2;-1;low;1280;left;visual\obj262microscope.gif;visual\obj407smoke.gif
IM1802;forcedguess;1;0;86;3;3;2;-1;low;1265;left;visual\obj289ostrich.gif;visual\obj295palmtree.gif
IM1802;forcedguess;1;0;87;3;0;5;3;low;2000;left;visual\obj202heel.gif;visual\obj486volcano.gif
IM1802;forcedguess;1;0;88;3;1;1;-2;low;1078;right;visual\obj363roof.gif;visual\obj488wagon.gif
IM1802;forcedguess;1;0;89;0;3;3;0;low;3046;none;visual\obj237leg.gif;visual\obj059bra.gif
IM1802;forcedguess;1;0;90;1;1;4;2;low;3780;left;visual\obj284nurse.gif;visual\obj310pen.gif
IM1802;forcedguess;1;0;91;1;2;2;-1;low;1485;right;visual\obj489waiter.gif;visual\obj245lightswitch.gif
IM1802;forcedguess;1;0;92;3;5;5;3;low;1625;right;visual\obj477tweezers.gif;visual\obj039bug.gif
IM1802;forcedguess;1;0;93;3;0;5;3;low;1921;left;visual\obj216igloo.gif;visual\obj024ball.gif
IM1802;forcedguess;1;0;94;3;2;2;-1;low;1718;right;visual\obj353rhinoceros.gif;visual\obj075candle.gif
IM1802;forcedguess;1;0;95;3;3;2;-1;low;1937;left;visual\obj469tree.gif;visual\obj391boat.gif
IM1802;forcedguess;1;0;96;0;2;2;0;low;1421;none;visual\obj230knot.gif;visual\obj480unicorn.gif
IM1802;forcedguess;1;0;97;0;4;4;0;low;2047;none;visual\obj373sailor.gif;visual\obj050bone.gif
IM1802;forcedguess;1;0;98;0;2;2;0;low;1344;none;visual\obj000triangle.gif;visual\obj195hand.gif
IM1802;forcedguess;1;0;99;1;3;3;1;low;1828;right;visual\obj173trash.gif;visual\obj114crackers.gif
IM1802;forcedguess;1;0;100;3;2;2;-1;low;1750;right;visual\obj297panda.gif;visual\obj018bottle.gif
IM1802;forcedguess;1;0;101;3;2;3;1;low;2187;left;visual\obj272mountain.gif;visual\obj426stove.gif
IM1802;forcedguess;1;0;102;3;3;3;1;low;2233;right;visual\obj060bread.gif;visual\obj404slide.gif
IM1802;forcedguess;1;0;103;3;1;1;-2;low;2500;right;visual\obj437table.gif;visual\obj194hammock.gif
IM1802;forcedguess;1;0;104;1;0;5;3;low;2952;left;visual\obj269mop.gif;visual\obj479umbrella.gif
IM1802;forcedguess;1;0;105;3;2;2;-1;low;1500;right;visual\obj409snake.gif;visual\obj368ruler.gif
IM1802;forcedguess;1;0;106;1;2;3;1;low;1155;left;visual\obj319pillow.gif;visual\obj053bottle.gif
IM1802;forcedguess;1;0;107;1;3;3;1;low;1171;right;visual\obj474chest.gif;visual\obj448tennisracket.gif
IM1802;forcedguess;1;0;108;0;2;2;0;low;1703;none;visual\obj143earring.gif;visual\obj306peanut.gif
IM1802;forcedguess;1;0;109;3;1;4;2;low;1405;left;visual\obj069cactus.gif;visual\obj248lipstick.gif
IM1802;forcedguess;1;0;110;3;3;3;1;low;1546;right;visual\obj315picture.gif;visual\obj118block.gif
IM1802;forcedguess;1;0;111;3;2;2;-1;low;2718;right;visual\obj150faucet.gif;visual\obj302parrot.gif
IM1802;forcedguess;1;0;112;3;3;3;1;low;2156;right;visual\obj204helmet.gif;visual\obj023balcony.gif
IM1802;forcedguess;1;0;113;1;1;4;2;low;1796;left;visual\obj513witch.gif;visual\obj084tape.gif
IM1802;forcedguess;1;0;114;3;2;2;-1;low;1875;right;visual\obj517wrench.gif;visual\obj384seahorse.gif
IM1802;forcedguess;1;0;115;3;4;4;2;low;1843;right;visual\obj095church.gif;visual\obj454tiger.gif
IM1802;forcedguess;1;0;116;1;2;2;-1;low;1500;right;visual\obj352refrigerator.gif;visual\obj222puzzle.gif
IM1802;forcedguess;1;0;117;3;0;5;3;low;1406;left;visual\obj458toilet.gif;visual\obj298pants.gif
IM1802;forcedguess;1;0;118;3;5;5;3;low;2156;right;visual\obj366rose.gif;visual\obj294paint.gif
IM1802;forcedguess;1;0;119;3;2;3;1;low;1140;left;visual\obj052boot.gif;visual\obj359rocket.gif
IM1802;forcedguess;1;0;120;1;2;3;1;low;1671;left;visual\obj478typewriter.gif;visual\obj170fox.gif
IM1802;forcedguess;1;0;121;1;3;2;-1;low;1171;left;visual\obj058branch.gif;visual\obj512wing.gif
IM1802;forcedguess;1;0;122;1;1;1;-2;low;1438;right;visual\obj412couch.gif;visual\obj233ladybug.gif
IM1802;forcedguess;1;0;123;3;5;5;3;low;1625;right;visual\obj177ghost.gif;visual\obj307pear.gif
IM1802;forcedguess;1;0;124;3;2;2;-1;low;1266;right;visual\obj266monkey.gif;visual\obj235lawnmower.gif
IM1802;forcedguess;1;1;0;3;1;1;-2;low;3250;right;visual\obj133dragon.gif;visual\obj218ironingboard.gif
IM1802;forcedguess;1;1;1;0;2;2;0;low;1311;none;visual\obj296pan.gif;visual\obj324pitcher.gif
IM1802;forcedguess;1;1;2;3;3;3;1;low;1344;right;visual\obj001accordion.gif;visual\obj103coat.gif
IM1802;forcedguess;1;1;3;1;3;3;1;low;1250;right;visual\obj276music.gif;visual\obj254magnet.gif
IM1802;forcedguess;1;1;4;1;2;3;1;low;3031;left;visual\obj091cherry.gif;visual\obj130dolphin.gif
IM1802;forcedguess;1;1;5;3;3;2;-1;low;1483;left;visual\obj131donkey.gif;visual\obj314piano.gif
IM1802;forcedguess;1;1;6;1;2;3;1;low;1514;left;visual\obj148eye.gif;visual\obj427strawberry.gif
IM1802;forcedguess;1;1;7;3;0;0;-3;low;1266;right;visual\obj278neck.gif;visual\obj256man.gif
IM1802;forcedguess;1;1;8;3;0;5;3;low;1155;left;visual\obj174gas.gif;visual\obj277nail.gif
IM1802;forcedguess;1;1;9;3;2;2;-1;low;1983;right;visual\obj376saw.gif;visual\obj396shower.gif
IM1802;forcedguess;1;1;10;0;1;1;0;low;1141;none;visual\obj036beaver.gif;visual\obj004alligator.gif
IM1802;forcedguess;1;1;11;0;2;2;0;low;1641;none;visual\obj137drill.gif;visual\obj275mushroom.gif
IM1802;forcedguess;1;1;12;3;5;5;3;low;1483;right;visual\obj000star.gif;visual\obj029barbecue.gif
IM1802;forcedguess;1;1;13;1;3;3;1;low;1858;right;visual\obj214firehydrant.gif;visual\obj212hose.gif
IM1802;forcedguess;1;1;14;1;4;4;2;low;1579;right;visual\obj264mixer.gif;visual\obj392shirt.gif
IM1802;forcedguess;1;1;15;1;5;5;3;low;1733;right;visual\obj196handcuffs.gif;visual\obj423stethoscope.gif
IM1802;forcedguess;1;1;16;0;3;3;0;low;1608;none;visual\obj439tank.gif;visual\obj153finger.gif
IM1802;forcedguess;1;1;17;1;2;2;-1;low;1546;right;visual\obj496watch.gif;visual\obj079canopener.gif
IM1802;forcedguess;1;1;18;0;4;4;0;low;2360;none;visual\obj249lizard.gif;visual\obj346radish.gif
IM1802;forcedguess;1;1;19;3;5;5;3;low;1516;right;visual\obj110corn.gif;visual\obj000square.gif
IM1802;forcedguess;1;1;20;0;3;3;0;low;1719;none;visual\obj502wheat.gif;visual\obj375sandwich.gif
IM1802;forcedguess;1;1;21;1;2;3;1;low;1312;left;visual\obj438tail.gif;visual\obj387sewingmachine.gif
IM1802;forcedguess;1;1;22;1;2;2;-1;low;1952;right;visual\obj325pitchfork.gif;visual\obj311pencil.gif
IM1802;forcedguess;1;1;23;0;3;3;0;low;2078;none;visual\obj508wig.gif;visual\obj406slipper.gif
IM1802;forcedguess;1;1;24;3;1;1;-2;low;2358;right;visual\obj142ear.gif;visual\obj516worm.gif
IM1802;forcedguess;1;1;25;3;4;4;2;low;1405;right;visual\obj101cloud.gif;visual\obj356road.gif
IM1802;forcedguess;1;1;26;0;3;3;0;low;1438;none;visual\obj193hammer.gif;visual\obj501whale.gif
IM1802;forcedguess;1;1;27;3;0;5;3;low;1671;left;visual\obj323pirate.gif;visual\obj141eagle.gif
IM1802;forcedguess;1;1;28;3;3;2;-1;low;1733;left;visual\obj290owl.gif;visual\obj510window.gif
IM1802;forcedguess;1;1;29;3;2;2;-1;low;1437;right;visual\obj242lightbulb.gif;visual\obj413soldier.gif
IM1802;forcedguess;1;1;30;1;3;3;1;low;1780;right;visual\obj147eskimo.gif;visual\obj418spoon.gif
IM1802;forcedguess;1;1;31;1;4;4;2;low;1500;right;visual\obj282net.gif;visual\obj491wallet.gif
IM1802;forcedguess;1;1;32;1;1;1;-2;low;1577;right;visual\obj113crab.gif;visual\obj107cookie.gif
IM1802;forcedguess;1;1;33;0;2;2;0;low;1171;none;visual\obj186grapes.gif;visual\obj415spatula.gif
IM1802;forcedguess;1;1;34;1;5;5;3;low;1532;right;visual\obj263mirror.gif;visual\obj220jacket.gif
IM1802;forcedguess;1;1;35;1;3;3;1;low;1563;right;visual\obj223jumprope.gif;visual\obj121deer.gif
IM1802;forcedguess;1;1;36;3;1;4;2;low;1843;left;visual\obj320pineapple.gif;visual\obj010fishtank.gif
IM1802;forcedguess;1;1;37;3;2;3;1;low;1719;left;visual\obj000x.gif;visual\obj250llama.gif
IM1802;forcedguess;1;1;38;3;0;5;3;low;1311;left;visual\obj179girl.gif;visual\obj132door.gif
IM1802;forcedguess;1;1;39;3;3;2;-1;low;1671;left;visual\obj317bird.gif;visual\obj380scissors.gif
IM1802;forcedguess;1;1;40;1;3;2;-1;low;1407;left;visual\obj482vacuum.gif;visual\obj494closet.gif
IM1802;forcedguess;1;1;41;3;2;2;-1;low;3032;right;visual\obj157fish.gif;visual\obj472truck.gif
IM1802;forcedguess;1;1;42;1;1;1;-2;low;1469;right;visual\obj509windmill.gif;visual\obj063broom.gif
IM1802;forcedguess;1;1;43;3;2;3;1;low;1405;left;visual\obj358rock.gif;visual\obj465tractor.gif
IM1802;forcedguess;1;1;44;3;2;2;-1;low;1858;right;visual\obj013artichoke.gif;visual\obj140dustpan.gif
IM1802;forcedguess;1;1;45;0;3;3;0;low;1781;none;visual\obj156firetruck.gif;visual\obj040bell.gif
IM1802;forcedguess;1;1;46;3;4;4;2;low;1202;right;visual\obj341pyramid.gif;visual\obj252lock.gif
IM1802;forcedguess;1;1;47;1;0;5;3;low;1375;left;visual\obj386seesaw.gif;visual\obj108cork.gif
IM1802;forcedguess;1;1;48;1;2;3;1;low;1110;left;visual\obj184goat.gif;visual\obj389sheep.gif
IM1802;forcedguess;1;1;49;1;3;3;1;low;1250;right;visual\obj200hay.gif;visual\obj519zebra.gif
IM1802;forcedguess;1;1;50;3;2;2;-1;low;1656;right;visual\obj274mousetrap.gif;visual\obj300paperclip.gif
IM1802;forcedguess;1;1;51;1;1;4;2;low;1281;left;visual\obj135dress.gif;visual\obj280needle.gif
IM1802;forcedguess;1;1;52;1;2;3;1;low;983;left;visual\obj271motorcycle.gif;visual\obj152fence.gif
IM1802;forcedguess;1;1;53;0;3;3;0;low;1219;none;visual\obj468trashcan.gif;visual\obj433sweater.gif
IM1802;forcedguess;1;1;54;1;2;2;-1;low;1141;right;visual\obj158fishingpole.gif;visual\obj308peas.gif
IM1802;forcedguess;1;1;55;1;2;3;1;low;1062;left;visual\obj009apple.gif;visual\obj243lighthouse.gif
IM1802;forcedguess;1;1;56;3;2;3;1;low;1092;left;visual\obj183glove.gif;visual\obj435sword.gif
IM1802;forcedguess;1;1;57;0;3;3;0;low;1188;none;visual\obj450thermos.gif;visual\obj327plate.gif
IM1802;forcedguess;1;1;58;3;3;2;-1;low;1062;left;visual\obj089chair.gif;visual\obj228knife.gif
IM1802;forcedguess;1;1;59;0;2;2;0;low;1094;none;visual\obj461toothbrush.gif;visual\obj231ladder.gif
IM1802;forcedguess;1;1;60;3;2;2;-1;low;1312;right;visual\obj381scorpion.gif;visual\obj445telephone.gif
IM1802;forcedguess;1;1;61;3;2;3;1;low;1594;left;visual\obj416spider.gif;visual\obj470tripod.gif
IM1802;forcedguess;1;1;62;1;0;5;3;low;1500;left;visual\obj240letter.gif;visual\obj455tire.gif
IM1802;forcedguess;1;1;63;1;1;1;-2;low;1141;right;visual\obj379scarf.gif;visual\obj175fence.gif
IM1802;forcedguess;1;1;64;0;2;2;0;low;1094;none;visual\obj054bowl.gif;visual\obj003airplane.gif
IM1802;forcedguess;1;1;65;3;3;2;-1;low;1218;left;visual\obj070cage.gif;visual\obj520zipper.gif
IM1802;forcedguess;1;1;66;3;2;3;1;low;1219;left;visual\obj217iron.gif;visual\obj116cross.gif
IM1802;forcedguess;1;1;67;1;5;5;3;low;1936;right;visual\obj035beard.gif;visual\obj047wood.gif
IM1802;forcedguess;1;1;68;1;2;3;1;low;1094;left;visual\obj518yoyo.gif;visual\obj239leopard.gif
IM1802;forcedguess;1;1;69;1;3;2;-1;low;1202;left;visual\obj227kite.gif;visual\obj342queen.gif
IM1802;forcedguess;1;1;70;1;2;2;-1;low;1500;right;visual\obj434swing.gif;visual\obj162floor.gif
IM1802;forcedguess;1;1;71;1;3;2;-1;low;2171;left;visual\obj000circle.gif;visual\obj498watermelon.gif
IM1802;forcedguess;1;1;72;1;2;3;1;low;1186;left;visual\obj144egg.gif;visual\obj106comb.gif
IM1802;forcedguess;1;1;73;3;1;1;-2;low;1187;right;visual\obj219jack.gif;visual\obj411sock.gif
IM1802;forcedguess;1;1;74;0;2;2;0;low;1375;none;visual\obj056box.gif;visual\obj093chicken.gif
IM1802;forcedguess;1;1;75;3;3;2;-1;low;985;left;visual\obj030barrel.gif;visual\obj417thread.gif
IM1802;forcedguess;1;1;76;0;3;3;0;low;1764;none;visual\obj246lion.gif;visual\obj505wheelchair.gif
IM1802;forcedguess;1;1;77;0;2;2;0;low;1608;none;visual\obj226king.gif;visual\obj475turkey.gif
IM1802;forcedguess;1;1;78;1;1;1;-2;low;1375;right;visual\obj208hoe.gif;visual\obj500well.gif
IM1802;forcedguess;1;1;79;1;2;3;1;low;1188;left;visual\obj221jar.gif;visual\obj446telescope.gif
IM1802;forcedguess;1;1;80;3;3;2;-1;low;1046;left;visual\obj303paw.gif;visual\obj285nut.gif
IM1802;forcedguess;1;1;81;0;3;3;0;low;1641;none;visual\obj490bricks.gif;visual\obj007antlers.gif
IM1802;forcedguess;1;1;82;3;2;3;1;low;1421;left;visual\obj080hat.gif;visual\obj499spiderweb.gif
IM1802;forcedguess;1;1;83;3;0;5;3;low;1610;left;visual\obj462top.gif;visual\obj388shark.gif
IM1802;forcedguess;1;1;84;0;2;2;0;low;1046;none;visual\obj201heart.gif;visual\obj425stool.gif
IM1802;forcedguess;1;1;85;1;5;5;3;low;1844;right;visual\obj453tie.gif;visual\obj215icecreamcone.gif
IM1802;forcedguess;1;1;86;1;3;2;-1;low;1390;left;visual\obj043bicycle.gif;visual\obj253log.gif
IM1802;forcedguess;1;1;87;3;0;0;-3;low;1608;right;visual\obj335pot.gif;visual\obj268moose.gif
IM1802;forcedguess;1;1;88;3;2;3;1;low;1000;left;visual\obj503wheel.gif;visual\obj115crib.gif
IM1802;forcedguess;1;1;89;0;3;3;0;low;1016;none;visual\obj492walnut.gif;visual\obj042bench.gif
IM1802;forcedguess;1;1;90;3;2;2;-1;low;1030;right;visual\obj447tv.gif;visual\obj161wine.gif
IM1802;forcedguess;1;1;91;3;2;3;1;low;1233;left;visual\obj430suitcase.gif;visual\obj355ring.gif
IM1802;forcedguess;1;1;92;1;2;2;-1;low;2608;right;visual\obj119cup.gif;visual\obj345radio.gif
IM1802;forcedguess;1;1;93;1;3;2;-1;low;1328;left;visual\obj205highchair.gif;visual\obj495washingmachine.gif
IM1802;forcedguess;1;1;94;0;3;3;0;low;952;none;visual\obj511glass.gif;visual\obj467train.gif
IM1802;forcedguess;1;1;95;1;1;4;2;low;1422;left;visual\obj395shovel.gif;visual\obj085castle.gif
IM1802;forcedguess;1;1;96;1;2;3;1;low;922;left;visual\obj351recordplayer.gif;visual\obj432swan.gif
IM1802;forcedguess;1;1;97;1;2;3;1;low;875;left;visual\obj408snail.gif;visual\obj041belt.gif
IM1802;forcedguess;1;1;98;3;4;4;2;low;1859;right;visual\obj265priest.gif;visual\obj364rooster.gif
IM1802;forcedguess;1;1;99;1;2;3;1;low;1141;left;visual\obj181glasses.gif;visual\obj402skunk.gif
IM1802;forcedguess;1;1;100;1;2;3;1;low;907;left;visual\obj449tent.gif;visual\obj463towel.gif
IM1802;forcedguess;1;1;101;0;3;3;0;low;1172;none;visual\obj209hoof.gif;visual\obj429submarine.gif
IM1802;forcedguess;1;1;102;0;3;3;0;low;1000;none;visual\obj348rainbow.gif;visual\obj145elephant.gif
IM1802;forcedguess;1;1;103;3;2;2;-1;low;858;right;visual\obj286octopus.gif;visual\obj155fireman.gif
IM1802;forcedguess;1;1;104;3;1;1;-2;low;1031;right;visual\obj273mouse.gif;visual\obj011arm.gif
IM1802;forcedguess;1;1;105;3;3;2;-1;low;1797;left;visual\obj072camel.gif;visual\obj507whistle.gif
IM1802;forcedguess;1;1;106;3;1;4;2;low;1375;left;visual\obj057boy.gif;visual\obj028banjo.gif
IM1802;forcedguess;1;1;107;3;2;3;1;low;1219;left;visual\obj293paintbrush.gif;visual\obj088chain.gif
IM1802;forcedguess;1;1;108;3;3;3;1;low;1266;right;visual\obj094chimney.gif;visual\obj146envelope.gif
IM1802;forcedguess;1;1;109;0;4;4;0;low;1358;none;visual\obj055bow.gif;visual\obj260medal.gif
IM1802;forcedguess;1;1;110;1;2;2;-1;low;1046;right;visual\obj471trophy.gif;visual\obj122dentist.gif
IM1802;forcedguess;1;1;111;1;1;4;2;low;1108;left;visual\obj419squirrel.gif;visual\obj261microphone.gif
IM1802;forcedguess;1;1;112;1;2;2;-1;low;967;right;visual\obj090cheese.gif;visual\obj487waffle.gif
IM1802;forcedguess;1;1;113;3;2;2;-1;low;1280;right;visual\obj270mosquito.gif;visual\obj354gun.gif
IM1802;forcedguess;1;1;114;1;3;2;-1;low;1139;left;visual\obj083carrot.gif;visual\obj410snowman.gif
IM1802;forcedguess;1;1;115;3;3;2;-1;low;1047;left;visual\obj190hair.gif;visual\obj304peach.gif
IM1802;forcedguess;1;1;116;1;1;4;2;low;1265;left;visual\obj225key.gif;visual\obj151feather.gif
IM1802;forcedguess;1;1;117;3;2;2;-1;low;969;right;visual\obj350razor.gif;visual\obj207hippo.gif
IM1802;forcedguess;1;1;118;1;2;2;-1;low;1391;right;visual\obj405slingshot.gif;visual\obj390shell.gif
IM1802;forcedguess;1;1;119;3;2;3;1;low;875;left;visual\obj087celery.gif;visual\obj082carousel.gif
IM1802;forcedguess;1;1;120;1;2;2;-1;low;905;right;visual\obj398skateboard.gif;visual\obj192hamburger.gif
IM1802;forcedguess;1;1;121;3;3;3;1;low;1750;right;visual\obj238lemon.gif;visual\obj279necklace.gif
IM1802;forcedguess;1;1;122;0;2;2;0;low;1639;none;visual\obj483vase.gif;visual\obj459tomato.gif
IM1802;forcedguess;1;1;123;1;2;2;-1;low;891;right;visual\obj400skirt.gif;visual\obj316pig.gif
IM1802;forcedguess;1;1;124;3;2;2;-1;low;875;right;visual\obj067butterfly.gif;visual\obj044binoculars.gif
IN2903;forcedguess;0;0;0;4;0;5;3;low;6062;left;ERLÖS;ARENA
IN2903;forcedguess;0;0;1;0;5;5;0;low;3734;none;VERMERK;BIER
IN2903;forcedguess;0;0;2;4;0;5;3;low;2484;left;PEDAL;ETAGE
IN2903;forcedguess;0;0;3;1;0;5;3;low;1327;left;DORN;HAHN
IN2903;forcedguess;0;0;4;1;0;5;3;low;4093;left;PILLE;WENDUNG
IN2903;forcedguess;0;0;5;4;5;5;3;low;2141;right;GÜRTEL;ZENTRALE
IN2903;forcedguess;0;0;6;4;4;4;2;low;11923;right;HERD;BECHER
IN2903;forcedguess;0;0;7;1;1;4;2;low;4766;left;FERSE;KARTE
IN2903;forcedguess;0;0;8;4;5;5;3;low;1719;right;REIGEN;SCHATTEN
IN2903;forcedguess;0;0;9;4;5;5;3;low;1109;right;HALTUNG;LEINE
IN2903;forcedguess;0;0;10;4;5;5;3;low;2641;right;EIGNUNG;HOSE
IN2903;forcedguess;0;0;11;1;3;3;1;low;4720;right;BEUTEL;GLAUBE
IN2903;forcedguess;0;0;12;1;5;5;3;low;2485;right;VISUM;VARIANTE
IN2903;forcedguess;0;0;13;4;5;5;3;low;1327;right;EBBE;DETAIL
IN2903;forcedguess;0;0;14;1;2;3;1;low;7828;left;NOTAR;ENDUNG
IN2903;forcedguess;0;0;15;0;1;1;0;low;4812;none;RADIO;PATE
IN2903;forcedguess;0;0;16;1;4;4;2;low;4359;right;SEGEN;RANG
IN2903;forcedguess;0;0;17;4;0;5;3;low;2187;left;LEBER;ABLAUF
IN2903;forcedguess;0;0;18;1;1;4;2;low;3969;left;ZUSATZ;KNOCHEN
IN2903;forcedguess;0;0;19;4;0;5;3;low;2266;left;LENKER;SCHRIFT
IN2903;forcedguess;0;0;20;4;2;2;-1;low;3953;right;LÄNGE;SCHUB
IN2903;forcedguess;0;0;21;1;5;5;3;low;1859;right;NICKEL;OBER
IN2903;forcedguess;0;0;22;1;4;1;-2;low;3032;left;PRIESTER;KRAUT
IN2903;forcedguess;0;0;23;1;2;3;1;low;3953;left;ZITAT;ZIPFEL
IN2903;forcedguess;0;0;24;1;5;5;3;low;1922;right;KREIDE;AUSSCHAU
IN2903;forcedguess;0;0;25;4;2;3;1;low;4641;left;KURIER;MOTOR
IN2903;forcedguess;0;0;26;1;5;5;3;low;1844;right;MOLEKÜL;BRUT
IN2903;forcedguess;0;0;27;4;3;3;1;low;7453;right;BLATT;APPARAT
IN2903;forcedguess;0;0;28;1;1;1;-2;low;3202;right;KANNE;GEBOT
IN2903;forcedguess;0;0;29;4;2;3;1;low;4937;left;STOCK;BÖRSE
IN2903;forcedguess;0;0;30;1;0;5;3;low;2016;left;LATTE;ALLIANZ
IN2903;forcedguess;0;0;31;4;0;5;3;low;2469;left;BESCHEID;STOFF
IN2903;forcedguess;0;0;32;0;4;4;0;low;7516;none;NOTIZ;STECKER
IN2903;forcedguess;0;0;33;4;5;5;3;low;1937;right;KORN;DIESEL
IN2903;forcedguess;0;0;34;0;2;2;0;low;3391;none;KAMEL;BLEI
IN2903;forcedguess;0;0;35;4;4;4;2;low;3250;right;VORHANG;SITTE
IN2903;forcedguess;0;0;36;4;5;5;3;low;2046;right;BELEGUNG;SCHNUR
IN2903;forcedguess;0;0;37;0;2;2;0;low;2922;none;KAUF;HAUBE
IN2903;forcedguess;0;0;38;1;1;4;2;low;3391;left;VORTRAG;SCHEITEL
IN2903;forcedguess;0;0;39;0;3;3;0;low;4656;none;NEIGUNG;MATERIAL
IN2903;forcedguess;0;0;40;4;4;4;2;low;3750;right;EIMER;TAFEL
IN2903;forcedguess;0;0;41;1;0;5;3;low;1594;left;PARKETT;EINHEIT
IN2903;forcedguess;0;0;42;0;2;2;0;low;6078;none;ADRESSE;SCHOTTER
IN2903;forcedguess;0;0;43;1;1;4;2;low;2453;left;RESERVE;MOTORRAD
IN2903;forcedguess;0;0;44;4;0;5;3;low;2358;left;ZWEIG;FISCH
IN2903;forcedguess;0;0;45;4;1;4;2;low;2187;left;STAMM;MÄDEL
IN2903;forcedguess;0;0;46;1;3;2;-1;low;4125;left;RITTER;KNIE
IN2903;forcedguess;0;0;47;1;2;2;-1;low;4109;right;ANHÄNGER;GRAD
IN2903;forcedguess;0;0;48;0;3;3;0;low;4953;none;BÜRSTE;EWIGKEIT
IN2903;forcedguess;0;0;49;4;5;5;3;low;4625;right;QUADRAT;NAGEL
IN2903;forcedguess;0;0;50;4;0;5;3;low;2546;left;GESTEIN;ZUCHT
IN2903;forcedguess;0;0;51;0;1;1;0;low;3391;none;DRESSUR;SENKUNG
IN2903;forcedguess;0;0;52;1;3;3;1;low;2797;right;KIES;KONZERN
IN2903;forcedguess;0;0;53;0;2;2;0;low;4453;none;ZWERG;KELLER
IN2903;forcedguess;0;0;54;0;4;4;0;low;2765;none;ELLBOGEN;THEKE
IN2903;forcedguess;0;0;55;0;3;3;0;low;3780;none;SEKRETÄR;GNADE
IN2903;forcedguess;0;0;56;1;2;2;-1;low;9093;right;HECKE;REDNER
IN2903;forcedguess;0;0;57;4;4;1;-2;low;1483;left;FLASCHE;VERKAUF
IN2903;forcedguess;0;0;58;0;2;2;0;low;2500;none;WESEN;EXEMPLAR
IN2903;forcedguess;0;0;59;4;0;5;3;low;1593;left;PERÜCKE;BERG
IN2903;forcedguess;0;0;60;0;4;4;0;low;4375;none;NETZ;DAMM
IN2903;forcedguess;0;0;61;4;0;5;3;low;3359;left;SCHNEE;LACK
IN2903;forcedguess;0;0;62;1;2;2;-1;low;3250;right;GEPÄCK;GONDEL
IN2903;forcedguess;0;0;63;0;3;3;0;low;4625;none;STÄTTE;SERIE
IN2903;forcedguess;0;0;64;4;2;3;1;low;2952;left;BOTE;KATZE
IN2903;forcedguess;0;0;65;4;4;4;2;low;2625;right;ZUSTAND;DIENST
IN2903;forcedguess;0;0;66;4;5;5;3;low;3467;right;BLUSE;STRICH
IN2903;forcedguess;0;0;67;0;4;4;0;low;2141;none;STAFFEL;TENNIS
IN2903;forcedguess;0;0;68;0;2;2;0;low;3842;none;GEMISCH;EXPORT
IN2903;forcedguess;0;0;69;1;5;5;3;low;2937;right;FAZIT;BUDE
IN2903;forcedguess;0;0;70;4;2;3;1;low;3937;left;STEIN;ERWÄGUNG
IN2903;forcedguess;0;0;71;1;1;1;-2;low;3217;right;AUSÜBUNG;UMGANG
IN2903;forcedguess;0;0;72;1;3;2;-1;low;2077;left;HÖHLE;BUTTER
IN2903;forcedguess;0;0;73;1;4;1;-2;low;3672;left;WIRT;REZEPT
IN2903;forcedguess;0;0;74;1;4;4;2;low;2657;right;TATSACHE;MORAL
IN2903;forcedguess;0;0;75;4;0;5;3;low;1686;left;FREQUENZ;RENTE
IN2903;forcedguess;0;0;76;4;0;5;3;low;4062;left;ZIGARRE;BÜCHSE
IN2903;forcedguess;0;0;77;1;4;4;2;low;3125;right;ROUTE;LAUF
IN2903;forcedguess;0;0;78;1;2;2;-1;low;2922;right;GEHIRN;STADIUM
IN2903;forcedguess;0;0;79;1;2;3;1;low;2547;left;DING;OSTEN
IN2903;forcedguess;0;0;80;4;4;4;2;low;7891;right;HUHN;MOOR
IN2903;forcedguess;0;0;81;4;5;5;3;low;2187;right;SÄGE;MOTTO
IN2903;forcedguess;0;0;82;1;3;3;1;low;5953;right;GEHORSAM;LADUNG
IN2903;forcedguess;0;0;83;4;2;3;1;low;2406;left;THEORIE;KREUZ
IN2903;forcedguess;0;0;84;4;1;1;-2;low;2515;right;ENTWURF;VOTUM
IN2903;forcedguess;0;0;85;1;2;2;-1;low;1844;right;VETTER;LABOR
